Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,,,,,,
0,"Songjia Liu, Yuancheng Yao, Binyu Liu, Rui Zhu, Jing Ren",Multi-band discriminant speech synthesis analysis based on Natural Language Processing,2022,2022 7th International Conference on Intelligent Computing and Signal Processing (ICSP),IEEE,http://xplorestaging.ieee.org/ielx7/9778230/9778231/09778506.pdf?arnumber=9778506,,848,5/14/2024 20:15,proceedings-article,10.1109/icsp54964.2022.9778506,,,,,,,0,0,0,5,2,,,,,,,,,
0,"Junnan Li, Tingting Li",A sample subspace optimization-based framework for addressing mislabeling in self-labeled semi-supervised classification,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623007056,,849,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110687,1568-4946,,146,,110687,110687,0,0,0,2,1,,,,,,,,,
0,"Jakub Walczak, Patryk Najgebauer, Adam Wojciechowski, Rafał Scherer",Ultrasmall fully-convolution GVA-net for point cloud processing,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622008869,,850,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109837,1568-4946,,132,,109837,109837,0,0,0,4,1,,,,,,,,,
0,"J. E. Nalavade, Tejashree Kondiba Dabade",Descriptive Answer Evaluation System using Natural Language Processing,2023,2023 1st International Conference on Cognitive Computing and Engineering Education (ICCCEE),IEEE,http://xplorestaging.ieee.org/ielx7/10424031/10424039/10424602.pdf?arnumber=10424602,,851,5/14/2024 20:15,proceedings-article,10.1109/icccee55951.2023.10424602,,,,,,,0,0,0,2,1,,,,,,,,,
0,Jacqueline Léon,From MT to Computational Linguistics and Natural Language Processing,2021,Automating Linguistics,Springer International Publishing,https://link.springer.com/content/pdf/10.1007/978-3-030-70642-5_6,,852,5/14/2024 20:15,book-chapter,10.1007/978-3-030-70642-5_6,2190-6831,,,,69,84,0,0,0,1,3,,,,,,,,,
0,,Natural Language Computing,2021,,Academy and Industry Research Collaboration Center (AIRCC),http://dx.doi.org/10.5121/csit.2021.1120,,853,5/14/2024 20:15,proceedings,10.5121/csit.2021.1120,,,,,,,0,0,0,0,3,,,,,,,,,
0,"Chaojie An, Qifeng Zhou, Shen Yang",A reinforcement learning guided adaptive cost-sensitive feature acquisition method,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622000163,,854,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.108437,1568-4946,,117,,108437,108437,0,0,0,3,2,,,,,,,,,
0,"Xiao Chen, Zhi Li, J. Dinesh Peter, Adam Slowik",Circular economy oriented future building information processing: PSO for CNN approach,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623010311,,855,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.111013,1568-4946,,149,,111013,111013,0,0,0,4,1,,,,,,,,,
0,"Varshitha Sannareddy, Mounika Barlapudi, Venkata Koti Reddy Koppula, Gali Reddy Vuduthuri, Nagarjuna Reddy Seelam",Sign Language Recognition Using Convolution Neural Network,2022,Advances in Intelligent Systems and Computing,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-16-7088-6_59,,856,5/14/2024 20:15,book-chapter,10.1007/978-981-16-7088-6_59,2194-5357,,,,655,662,0,0,0,5,2,,,,,,,,,
0,"Toshinori Fujie, Hajime Fujita",Tissue-Interfaced Electronics,2023,The Science of Soft Robots,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-19-5174-9_11,,857,5/14/2024 20:15,book-chapter,10.1007/978-981-19-5174-9_11,1619-7127,,,,269,271,0,0,0,2,1,,,,,,,,,
0,"Xiaoxia Zhang, Xianjun Zhou, Lu Chen, Yanjun Liu",Semi-disentangled non-negative matrix factorization for rating prediction,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623010529,,858,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.111034,1568-4946,,149,,111034,111034,0,0,0,4,1,,,,,,,,,
0,Seiji Tsuchiya,Humanistic Next-Generation Artificial Intelligence Capable of Association,2021,"Information Systems - Intelligent Information Processing Systems, Natural Language Processing, Affective Computing and Artificial Intelligence, and an Attempt to Build a Conversational Nursing Robot",IntechOpen,http://www.intechopen.com/download/pdf/73157,,859,5/14/2024 20:15,book-chapter,10.5772/intechopen.93559,,,,,,,0,0,0,1,3,"The third artificial intelligence (AI) boom focused on the “handling of large amounts of data” and “automated learning.” One may think that AI can do anything because it is capable of automated learning, but there are still many problems that AI must tackle. The “necessity of a large amount of data” is and will become an even more significant problem. Obtaining an accurate solution from small amounts of data requires imagination and the detection of trends from a small number of phenomena. One approach is to add artificial data. For example, data can be created by intentionally including noise, and the variation may be expanded by a crossover. Different data can be generated by association or inference. Needless to say, these are artificial data and are not correct cases. “Humanistic AI” must be implemented by devising a scheme to allow accurate learning from small amounts of data. I think that the days when robots are considered enemies are transient and robots will soon be recognized as good partners that support humans instead of being rivals.",,,,,,,,
0,Maan Habib,Geodetic Data Processing Using Soft Computing Techniques,2023,Applications of Remote Sensing,IntechOpen,https://intech-files.s3.amazonaws.com/a043Y00000wpXcMQAU/a093Y00001eIS3JQAW/Online%20First-Geodetic%20Data%20Processing%20Using%20Soft%20Computing%20Tech%20%282023-11-17%2011%3A59%3A07%29.pdf,,860,5/14/2024 20:15,book-chapter,10.5772/intechopen.1002249,,,,,,,0,0,0,1,1,"Geodetic data processing involves using mathematical and computational techniques to analyze and interpret geospatial data about the Earth’s surface and the objects and features that exist on it. This data is collected through satellite imagery, aerial photography, and surveying instruments such as total stations and GPS receivers. The applications of geodetic data processing are diverse and include land surveying, mapping, navigation, environmental monitoring, and disaster management. It is crucial to understand and manage the Earth’s resources and address global challenges such as climate change, natural disasters, and urbanization. In recent years, the information technology industry has undergone a considerable transformation that has significantly impacted the development of various disciplines. Intelligent systems, powerful tools for understanding and solving complex engineering issues, have become increasingly important in this context. Soft computing techniques, including artificial neural networks, fuzzy logic, and evolutionary algorithms, are used more frequently in geodetic data processing due to their ability to handle complex, imprecise, and uncertain data. This study discusses using soft computing techniques in geodetic data processing and examines the challenges and future directions in using soft computing techniques in geodetic data processing.",,,,,,,,
0,Farida Huseynova,Imprecision of Semantic Meaning in a Natural Language,2021,Advances in Intelligent Systems and Computing,Springer International Publishing,http://link.springer.com/content/pdf/10.1007/978-3-030-64058-3_29,,861,5/14/2024 20:15,book-chapter,10.1007/978-3-030-64058-3_29,2194-5357,,,,239,245,0,0,0,1,3,,,,,,,,,
0,"Xiao Xu, Haiwei Hou, Shifei Ding",Semi-supervised deep density clustering,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623009213,,862,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110903,1568-4946,,148,,110903,110903,0,0,0,3,1,,,,,,,,,
0,Yuwei Yao,Optimization of Natural Language Processing Algorithms Based on Computer Deep Learning in Big Data Environment,2023,2023 International Conference on Applied Physics and Computing (ICAPC),IEEE,http://xplorestaging.ieee.org/ielx7/10497884/10497911/10497983.pdf?arnumber=10497983,,863,5/14/2024 20:15,proceedings-article,10.1109/icapc61546.2023.00112,,,,,,,0,0,0,1,1,,,,,,,,,
0,Kazuyuki Matsumoto,Utterance Emotion Estimation by Using Feature of Syntactic Pattern,2021,"Information Systems - Intelligent Information Processing Systems, Natural Language Processing, Affective Computing and Artificial Intelligence, and an Attempt to Build a Conversational Nursing Robot",IntechOpen,http://www.intechopen.com/download/pdf/75671,,864,5/14/2024 20:15,book-chapter,10.5772/intechopen.96597,,,,,,,0,0,0,1,3,"Emotion has been defined as basic emotions by various researchers, however, there are not many studies describing the relation between emotion and language patterns in detail based on statistical information. There are various languages all over the world, and even a language of the same country has different writing styles/expressions depending on which language media is used or who is a writer/speaker, which is thought to make it difficult to analyze the relation of emotion and language patterns. The author has been engaged in constructing and analyzing emotion corpora in some domains based on different sources. From the analysis results, emotion expressions started to become more understood that they have differences and tendencies according to the attributes of the writers and the speakers. In this chapter, I focused on the differences detected in the attributes of the writer/speaker with respect to language patterns; in usage tendencies or combinations of words, unknown expressions (slangs), sentence patterns, non-verbal expressions (emoji, emoticon, etc.) with relevant emotions, then introduce the outcome of the analytical survey on a large scale corpus obtained from a social networking service.",,,,,,,,
0,"Masahiro Shimizu, Yuya Morimoto, Jun Shintake",Biological Material,2023,The Science of Soft Robots,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-19-5174-9_8,,865,5/14/2024 20:15,book-chapter,10.1007/978-981-19-5174-9_8,1619-7127,,,,171,196,0,0,0,3,1,,,,,,,,,
0,,Retracted: Natural Language Processing Technology Used in Artificial Intelligence Scene of Law for Human Behavior,2023,Wireless Communications and Mobile Computing,Hindawi Limited,http://downloads.hindawi.com/journals/wcmc/2023/9758906.pdf,,866,5/14/2024 20:15,journal-article,10.1155/2023/9758906,1530-8669,,2023,,1,1,0,0,0,0,1,,,,,,,,,
0,"Jiyuan Zhang, Haitao Qi",Simulation of English MOOC platform based on machine learning and language recognition system,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08803-8.pdf,,867,5/14/2024 20:15,journal-article,10.1007/s00500-023-08803-8,1432-7643,,,,,,0,0,0,2,1,,,,,,,,,
0,Hu Jin,Retraction Note: Data processing model and performance analysis of cognitive computing based on machine learning in Internet environment,2022,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-022-07708-2.pdf,,868,5/14/2024 20:15,journal-article,10.1007/s00500-022-07708-2,1432-7643,,27,1,619,619,0,0,0,1,2,,,,,,,,,
0,Jing Ma,Dynamic image data processing technology application in dance classroom assisted teaching under virtual environment,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08624-9.pdf,,869,5/14/2024 20:15,journal-article,10.1007/s00500-023-08624-9,1432-7643,,,,,,0,0,0,1,1,,,,,,,,,
0,"Vemula Sai Saketh, Srinivas Khatravath, Yashvanth Kumar Guntupalli",Monitoring state of mind using Natural Language Processing,2021,"2021 International Conference on Advances in Computing, Communication, and Control (ICAC3)",IEEE,http://xplorestaging.ieee.org/ielx7/9697108/9697109/09697249.pdf?arnumber=9697249,,870,5/14/2024 20:15,proceedings-article,10.1109/icac353642.2021.9697249,,,,,,,0,0,0,3,3,,,,,,,,,
0,"Ranjit V, Suchitra Naik",NATURAL LANGUAGE PROCESSING,2023,International Journal of Computing Algorithm,Integrated Intelligent Research,http://dx.doi.org/10.20894/ijcoa.101.012.002.001,,871,5/14/2024 20:15,journal-article,10.20894/ijcoa.101.012.002.001,2278-2397,,12,2,,,0,0,0,2,1,"A branch of computer science and AI called natural language processing is focused on how computers and human languages interact.In order for computers to interpret written and spoken human language without the use of computer-driven language, a type of AI known as natural language processing deals with analysing, understanding, and producing natural human languages. Natural language processing involves the exploration of diverse linguistic features through mathematical and computational modelling, and encompasses the development of various systems. These systems include Verbal language system that merge Verbal communication and Common language. Given that a significant portion of the field concerns the linguistic aspects of computation, natural language processing is considered a part of computer science. Its focus is on utilizing computers to understand and modify written or spoken language for beneficial applications",,,,,,,,
0,"Yang Zhong, Diane Litman",Computing and Exploiting Document Structure to Improve Unsupervised Extractive Summarization of Legal Case Decisions,2022,Proceedings of the Natural Legal Language Processing Workshop 2022,Association for Computational Linguistics,http://dx.doi.org/10.18653/v1/2022.nllp-1.30,,872,5/14/2024 20:15,proceedings-article,10.18653/v1/2022.nllp-1.30,,,,,,,0,0,0,2,2,,,,,,,,,
0,"Shailender Kumar, Aryaman, Aryan, Divyank Yadav",Natural Language Processing based Automatic Making of Use Case Diagram,2023,2023 5th International Conference on Inventive Research in Computing Applications (ICIRCA),IEEE,http://xplorestaging.ieee.org/ielx7/10220576/10220579/10220849.pdf?arnumber=10220849,,873,5/14/2024 20:15,proceedings-article,10.1109/icirca57980.2023.10220849,,,,,,,0,0,0,4,1,,,,,,,,,
0,"Nihal Gupta, Sharvari Salgaonkar, Chahat Kothari, Suraj Parui, Abhijit Joshi",Hypothesis Problem Solving Using Natural Language Processing,2023,"2023 International Conference on Computing, Communication, and Intelligent Systems (ICCCIS)",IEEE,http://xplorestaging.ieee.org/ielx7/10424970/10424704/10425627.pdf?arnumber=10425627,,874,5/14/2024 20:15,proceedings-article,10.1109/icccis60361.2023.10425627,,,,,,,0,0,0,5,1,,,,,,,,,
0,,"""Challenges of Natural Language Processing: A New Dimension of Research in Computing """,2021,"Journal of Environmental Science, Computer Science and Engineering &amp; Technology",SAE Publications,http://dx.doi.org/10.24214/jecet.b.10.2.05156,,875,5/14/2024 20:15,journal-article,10.24214/jecet.b.10.2.05156,2278-179X,,10,2,,,0,0,0,0,3,,,,,,,,,
0,"T. L. H. Gammedda, M. G. N. A. S. Fernando","End-to-End Automated Crossword Solver using Image Processing, Natural Language Processing and Neural Network",2022,2022 2nd International Conference on Advanced Research in Computing (ICARC),IEEE,http://xplorestaging.ieee.org/ielx7/9752770/9753716/09753742.pdf?arnumber=9753742,,876,5/14/2024 20:15,proceedings-article,10.1109/icarc54489.2022.9753742,,,,,,,0,0,0,2,2,,,,,,,,,
0,"Athul Mathew Konoor, S. Padmavathi",A Hybrid Approach on Lexical Indian Sign Language Recognition,2023,Soft Computing and Signal Processing,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-19-8669-7_16,,877,5/14/2024 20:15,book-chapter,10.1007/978-981-19-8669-7_16,2190-3018,,,,171,180,0,0,0,2,1,,,,,,,,,
0,"Minoru Yoshida, Kenji Kita",Mining Numbers in Text: A Survey,2021,"Information Systems - Intelligent Information Processing Systems, Natural Language Processing, Affective Computing and Artificial Intelligence, and an Attempt to Build a Conversational Nursing Robot",IntechOpen,http://www.intechopen.com/download/pdf/77431,,878,5/14/2024 20:15,book-chapter,10.5772/intechopen.98540,,,,,,,0,0,0,2,3,"Both words and numerals are tokens found in almost all documents but they have different properties. However, relatively little attention has been paid in numerals found in texts and many systems treated the numbers found in the document in ad-hoc ways, such as regarded them as mere strings in the same way as words, normalized them to zeros, or simply ignored them. Recent growth of natural language processing (NLP) research areas has change this situations and more and more attentions have been paid to the numeracy in documents. In this survey, we provide a quick overview of the history and recent advances of the research of mining such relations between numerals and words found in text data.",,,,,,,,
0,Zhou Pang,Designing Chinese as a Foreign language for speaking using multimodal teaching,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-09115-7.pdf,,879,5/14/2024 20:15,journal-article,10.1007/s00500-023-09115-7,1432-7643,,27,19,14305,14319,0,0,0,1,1,,,,,,,,,
0,"Shuli Guo, Lina Han, Wentao Yang",Transformer Entity Automatic Extraction Models in Multi-layer Soft Location Matching Format,2023,Clinical Chinese Named Entity Recognition in Natural Language Processing,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-99-2665-7_4,,880,5/14/2024 20:15,book-chapter,10.1007/978-981-99-2665-7_4,,,,,45,67,0,0,0,3,1,,,,,,,,,
0,Hong Huang,Online video course design of elliptic partial differential equation based on image high-resolution processing,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08374-8.pdf,,881,5/14/2024 20:15,journal-article,10.1007/s00500-023-08374-8,1432-7643,,,,,,0,0,0,1,1,,,,,,,,,
0,Shafagat Mahmudova,Development of a method for processing log files using clustering,2022,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-022-07740-2.pdf,,882,5/14/2024 20:15,journal-article,10.1007/s00500-022-07740-2,1432-7643,,27,3,1617,1628,0,0,0,1,2,,,,,,,,,
0,Chiranji Lal Chowdhary,Intelligent Systems,2019,,Apple Academic Press,http://dx.doi.org/10.1201/9780429265020,,883,5/14/2024 20:15,reference-book,10.1201/9780429265020,,,,,,,0,0,0,1,5,,,,,,,,,
0,"Jin Wu, Heng Wen, Wenting Pang, Gege Chong",Research on Array Circuit Design Based on In-Memory Computing,2022,2022 4th International Conference on Natural Language Processing (ICNLP),IEEE,http://xplorestaging.ieee.org/ielx7/9885795/9885816/09885905.pdf?arnumber=9885905,,884,5/14/2024 20:15,proceedings-article,10.1109/icnlp55136.2022.00098,,,,,,,0,0,0,4,2,,,,,,,,,
0,"Jin Wu, Heng Wen, Wenting Pang, Gege Chong",Research on Array Circuit Design Based on In-Memory Computing,2022,2022 4th International Conference on Natural Language Processing (ICNLP),IEEE,http://xplorestaging.ieee.org/ielx7/9885795/9885816/09885905.pdf?arnumber=9885905,,885,5/14/2024 20:15,proceedings-article,10.1109/icnlp55136.2022.00098,,,,,,,0,0,0,4,2,,,,,,,,,
0,"Jong-Hyouk Lee, Zhiwei Yan, Xinchang Zhang",Optimized video content delivery for mobile networks using the transformative computing model,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621004002,,886,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107477,1568-4946,,107,,107477,107477,0,0,0,3,3,,,,,,,,,
0,"Sarra Abidi, Fathia Bettaher, Myriam Fakhri",Towards a Personalized Web Services Composition Approach,2021,"Information Systems - Intelligent Information Processing Systems, Natural Language Processing, Affective Computing and Artificial Intelligence, and an Attempt to Build a Conversational Nursing Robot",IntechOpen,http://www.intechopen.com/download/pdf/77748,,887,5/14/2024 20:15,book-chapter,10.5772/intechopen.97813,,,,,,,0,0,0,3,3,"Generally available Web Services (WS) can not meet the complex needs of users and their adaptation to the environment remains a major problem for the design of information systems. The web services composition comes to address the satisfaction of new and complex needs such as the process we find in most organizations. Its purpose is to perform several services to meet user demand. The satisfaction of a user needs a dynamic and reusable environment to meet those needs. In this context, the user interactions are essential. From there, in this work, we define two objectives: i) propose a service composition approach that allows dynamic services composition and its purpose is to meet a need. ii) Propose a personalization approach for Web services composition which allows the reuse of services while adopting for the context of each user. Our approach is based on the use of ontologies and user profile.",,,,,,,,
0,"Jin Wu, Yu Wang, Xiangyang Shi, Ruiqing Guo",Design of System on Chip Based on In-Memory Computing Theory,2022,2022 4th International Conference on Natural Language Processing (ICNLP),IEEE,http://xplorestaging.ieee.org/ielx7/9885795/9885816/09885817.pdf?arnumber=9885817,,888,5/14/2024 20:15,proceedings-article,10.1109/icnlp55136.2022.00102,,,,,,,0,0,0,4,2,,,,,,,,,
0,"Hamza H.M. Altarturi, Muntadher Saadoon, Nor Badrul Anuar",Examining the Role of Natural Language Processing in Generating Topics from Web Content,2023,2023 IEEE International Conference on Computing (ICOCO),IEEE,http://xplorestaging.ieee.org/ielx7/10397580/10397596/10398059.pdf?arnumber=10398059,,889,5/14/2024 20:15,proceedings-article,10.1109/icoco59262.2023.10398059,,,,,,,0,0,0,3,1,,,,,,,,,
0,"Jin Wu, Bo Zhao, Heng Wen, Qianchao Zhao",Design of Neural Network Accelerator Based on In-Memory Computing Theory,2022,2022 4th International Conference on Natural Language Processing (ICNLP),IEEE,http://xplorestaging.ieee.org/ielx7/9885795/9885816/09885836.pdf?arnumber=9885836,,890,5/14/2024 20:15,proceedings-article,10.1109/icnlp55136.2022.00100,,,,,,,0,0,0,4,2,,,,,,,,,
0,Claire Barale,Human-centered computing in legal NLP - An application to refugee status determination,2022,Proceedings of the Second Workshop on Bridging Human--Computer Interaction and Natural Language Processing,Association for Computational Linguistics,http://dx.doi.org/10.18653/v1/2022.hcinlp-1.4,,891,5/14/2024 20:15,proceedings-article,10.18653/v1/2022.hcinlp-1.4,,,,,,,0,0,0,1,2,,,,,,,,,
0,"Thanaruk Theeramunkong, Rachada Kongkachandra, Mahasak Ketcham, Narit Hnoohom, Pokpong Songmuang, Thepchai Supnithi, Kiyota Hashimoto","Advances in Intelligent Informatics, Smart Technology and Natural Language Processing",2019,Advances in Intelligent Systems and Computing,Springer International Publishing,http://link.springer.com/content/pdf/10.1007/978-3-319-94703-7.pdf,,892,5/14/2024 20:15,book,10.1007/978-3-319-94703-7,2194-5357,,,,,,0,0,0,7,5,,,,,,,,,
0,"Kevin Blin, Andrei Kucharavy",Can the Transformer Be Used as a Drop-in Replacement for RNNs in Text-Generating GANs?,2021,Proceedings of the Conference Recent Advances in Natural Language Processing - Deep Learning for Natural Language Processing Methods and Applications,"INCOMA Ltd. Shoumen, BULGARIA",http://dx.doi.org/10.26615/978-954-452-072-4_021,,893,5/14/2024 20:15,proceedings-article,10.26615/978-954-452-072-4_021,,,,,,,0,0,0,2,3,,,,,,,,,
0,"Pradeepa G, Devi R",Malicious Webpage Detection Based on Feature Fusion Using Natural Language Processing and Machine Learning,2023,2023 2nd International Conference on Edge Computing and Applications (ICECAA),IEEE,http://xplorestaging.ieee.org/ielx7/10211064/10212098/10212120.pdf?arnumber=10212120,,894,5/14/2024 20:15,proceedings-article,10.1109/icecaa58104.2023.10212120,,,,,,,0,0,0,2,1,,,,,,,,,
0,"Takeshi Yamasaki, Megu Gunji, Yoichi Masuda, Akira Fukuhara",Biological Mechanisms,2023,The Science of Soft Robots,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-19-5174-9_3,,895,5/14/2024 20:15,book-chapter,10.1007/978-981-19-5174-9_3,1619-7127,,,,39,58,0,0,0,4,1,,,,,,,,,
0,"Maja Popović, Sheila Castilho",Are Ambiguous Conjunctions Problematic for Machine Translation?,2019,Proceedings - Natural Language Processing in a Deep Learning World,"Incoma Ltd., Shoumen, Bulgaria",http://dx.doi.org/10.26615/978-954-452-056-4_111,,896,5/14/2024 20:15,proceedings-article,10.26615/978-954-452-056-4_111,,,,,,,0,0,0,2,5,,,,,,,,,
0,"Kenjiro Fukuda, Kuniharu Takei",Flexible and Stretchable Electronics and Photonics,2023,The Science of Soft Robots,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-19-5174-9_9,,897,5/14/2024 20:15,book-chapter,10.1007/978-981-19-5174-9_9,1619-7127,,,,197,217,0,0,0,2,1,,,,,,,,,
0,"Prasenjit Mandal, Sovan Samanta, Madhumangal Pal",Large-scale alternative processing group decision-making under Pythagorean linguistic preference environment,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-09012-z.pdf,,898,5/14/2024 20:15,journal-article,10.1007/s00500-023-09012-z,1432-7643,,,,,,0,0,0,3,1,,,,,,,,,
0,"Shingo Maeda, Yuhei Yamada, Hiroyuki Nabae, Kenjiro Tadakuma, Koichi Suzumori, Zebing Mao, Jun Shintake, Hideyuki Sawada, Yuya Morimoto, Masahiro Shimizu",Soft Actuators,2023,The Science of Soft Robots,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-19-5174-9_10,,899,5/14/2024 20:15,book-chapter,10.1007/978-981-19-5174-9_10,1619-7127,,,,219,267,0,0,0,10,1,,,,,,,,,
0,"Abinew Ali Ayele, Seid Muhie Yimam, Tadesse Destaw Belay, Chris Biemann",Exploring Amharic Hate Speech Data Collection and Classification Approaches,2023,Proceedings of the Conference Recent Advances in Natural Language Processing - Large Language Models for Natural Language Processings,"INCOMA Ltd., Shoumen, BULGARIA",http://dx.doi.org/10.26615/978-954-452-092-2_006,,900,5/14/2024 20:15,proceedings-article,10.26615/978-954-452-092-2_006,,,,,,,0,0,0,4,1,,,,,,,,,
0,"Pascale Feldkamp Moreira, Yuri Bizzoni","Dimensions of Quality: Contrasting Stylistic vs. Semantic Features for Modelling Literary Quality in 9,000 Novels",2023,Proceedings of the Conference Recent Advances in Natural Language Processing - Large Language Models for Natural Language Processings,"INCOMA Ltd., Shoumen, BULGARIA",http://dx.doi.org/10.26615/978-954-452-092-2_080,,901,5/14/2024 20:15,proceedings-article,10.26615/978-954-452-092-2_080,,,,,,,0,0,0,2,1,,,,,,,,,
0,"Zihao Ye, Shefeng Yan, Binbin Yang",MIMO TFT-OFDM for Underwater Acoustic Communication with Bidirectional Soft Decision Feedback Equalization,2022,"2022 IEEE International Conference on Signal Processing, Communications and Computing (ICSPCC)",IEEE,http://xplorestaging.ieee.org/ielx7/9984156/9984215/09984271.pdf?arnumber=9984271,,902,5/14/2024 20:15,proceedings-article,10.1109/icspcc55723.2022.9984271,,,,,,,0,0,0,3,2,,,,,,,,,
0,"Carlos Martín-Vide, Miguel A. Vega-Rodríguez",Theory and practice of natural computing: seventh edition,2021,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-020-05526-y.pdf,,903,5/14/2024 20:15,journal-article,10.1007/s00500-020-05526-y,1432-7643,,25,3,1681,1682,0,0,0,2,3,,,,,,,,,
0,"Carlos Martín-Vide, Miguel A. Vega-Rodríguez",Theory and practice of natural computing: fifth edition,2019,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-019-03808-8.pdf,,904,5/14/2024 20:15,journal-article,10.1007/s00500-019-03808-8,1432-7643,,23,5,1421,1421,0,0,0,2,5,,,,,,,,,
0,"Andra Krauze, Kevin Camphausen","Natural Language Processing – Finding the Missing Link for Oncologic Data, 2022",2022,International Journal of Bioinformatics and Intelligent Computing,Research Lake International Inc.,http://dx.doi.org/10.61797/ijbic.v1i1.140,,905,5/14/2024 20:15,journal-article,10.61797/ijbic.v1i1.140,2816-8089,,,,,,0,0,0,2,2,"Oncology like most medical specialties, is undergoing a data revolution at the center of which lie vast and growing amounts of clinical data in unstructured, semi-structured and structed formats. Artificial intelligence approaches are widely employed in research endeavors in an attempt to harness electronic medical records data to advance patient outcomes. The use of clinical oncologic data, although collected on large scale, particularly with the increased implementation of electronic medical records, remains limited due to missing, incorrect or manually entered data in registries and the lack of resource allocation to data curation in real world settings. Natural Language Processing (NLP) may provide an avenue to extract data from electronic medical records and as a result has grown considerably in medicine to be employed for documentation, outcome analysis, phenotyping and clinical trial eligibility. Barriers to NLP persist with inability to aggregate findings across studies due to use of different methods and significant heterogeneity at all levels with important parameters such as patient comorbidities and performance status lacking implementation in AI approaches. The goal of this review is to provide an updated overview of natural language processing (NLP) and the current state of its application in oncology for clinicians and researchers that wish to implement NLP to augment registries and/or advance research projects.",,,,,,,,
0,"Jinyan Liang, Wu Ai, Huazhou Chen, Guoqiang Tang",Communication-efficient decentralized elastic-net broad learning system based on quantized and censored communications,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623000170,,906,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.109999,1568-4946,,134,,109999,109999,0,0,0,4,1,,,,,,,,,
0,"Muneeba Talat, Hira Asim, Ayesha Asmat",Classification of Sentiments of the Roman Urdu Reviews of Daraz Products using Natural Language Processing Approach,2021,2021 International Conference on Innovative Computing (ICIC),IEEE,http://xplorestaging.ieee.org/ielx7/9692906/9691502/09692987.pdf?arnumber=9692987,,907,5/14/2024 20:15,proceedings-article,10.1109/icic53490.2021.9692987,,,,,,,0,0,0,3,3,,,,,,,,,
0,"Shashank Patel, Rucha Nargunde, Shobhit Verma, Sudhir Dhage",Summarization and Simplification of Medical Articles using Natural Language Processing,2022,2022 13th International Conference on Computing Communication and Networking Technologies (ICCCNT),IEEE,http://xplorestaging.ieee.org/ielx7/9984157/9984211/09984491.pdf?arnumber=9984491,,908,5/14/2024 20:15,proceedings-article,10.1109/icccnt54827.2022.9984491,,,,,,,0,0,0,4,2,,,,,,,,,
